ITEMID	LEGISLAT	CATEG	SCRUTIN	PAGE	POUR	CONTRE	TITLE
3020	3	"Confidence"	54	871	451	72	"Gen. Alg. ref arts. 3-4"
3021	3	"Confidence"	55	872	465	49	"Gen. Alg. ref arts. 5-6"
3022	3	"Confidence"	56	874	455	76	"Gen. Alg. ref entirety"
3024	3	"Other"	64	1039	307	281	"Third agenda"
3025	3	"Random"	70	1151	146	437	"Overseas territories, art.1"
3026	3	"Random"	32	1221	466	99	"Overseas territories, entirety"
3027	3	"Other"	84	1324	173	171	"Hernn amend., elect. rep. (Rhone)"
3028	3	"Random"	85	1326	114	218	"Elect. valid. (Mauritanie)"
3029	3	"Other"	86	1389	125	11	"Elect. invalid.--Herzant"
3030	3	"Random"	96	1486	81	427	"Dumas amend., literary & artistic property"
3031	3	"Confidence"	103	1681	350	68	"Nat. Old Age Fund--.Jean-Moreau bill"
3032	3	"Other"	104	1683	178	369	"Old Age Fund--Paquet, contrary"
3033	3	"Other"	105	1684	290	263	"Old Age Fund--Boisde amend."
3034	3	"Other"	106	1686	263	290	"Titeux--to continue debate"
3035	3	"Confidence"	118	1807	260	138	"Old Age Fund--Govt. suppt. amends."
3036	3	"Confidence"	119	1808	334	121	"Old Age Fund--Govt. suppt. amends."
3037	3	"Confidence"	120	1810	333	95	"Old Age Fund--entirety"
3038	3	"Random"	128	1921	199	364	"Iserni amend., commercial rents"
3039	3	"Other"	138	2049	399	165	"Agenda"
3040	3	"Random"	144	2143	195	132	"Elect. invalid. (Yonne)"
3041	3	"Confidence"	147	2337	271	59	"Gen. policies:Algeria, Tunisia and Morocco"
3042	3	"Confidence"	151	2453	277	123	"Old Age Fund--art. 1"
3043	3	"Confidence"	152	2455	344	39	"Old Age Fund--entirety"
3044	3	"Other"	157	2743	446	98	"Basic Law (2 read), overseas terr."
3045	3	"Confidence"	162	2839	263	124	"Old Age Fund--art. 1"
3046	3	"Confidence"	163	2841	314	123	"Old Age Fund--art. 6"
3047	3	"Confidence"	164	2842	341	35	"Old Age Fund (3 read)--entirety"
3048	3	"Confidence"	168	3030	275	121	"Civil budget--vehicle tax"
3049	3	"Confidence"	171	3057	325	80	"Civil budget--art. 2 and entirety"
3050	3	"Confidence"	184	3141	269	115	"Old Age Fund--art. 1"
3051	3	"Confidence"	187	3146	327	19	"Old Age Fund (4 read)--entirety"
3052	3	"Random"	193	3165	129	437	"Feron amend., travelers and agents"
3054	3	"Other"	210	3398	389	181	"Priority o.j. (Depreux)--Euratom interpel"
3055	3	"Other"	211	3400	265	151	"Amend. to Depreux o.j."
3056	3	"Other"	212	3401	332	181	"o.j. Depreux-Euratom interpelL"
3057	3	"Confidence"	220	3583	285	115	"Civil budg., arts. 12, 13 and entirety)"
3058	3	"Confidence"	227	3735	273	163	"Finances (includes military exps.for 1956)"
3059	3	"Other"	239	3862	286	130	"Civil budg. 1956 (6 read)"
3060	3	"Confidence"	254	4330	330	140	"Priority o.j.--interpell. on gen.-policies, especially Algeria"
3061	3	"Other"	255	4365	289	270	"Agenda"
3062	3	"Other"	265	4445	368	182	"o.j. interpell.--Suez"
3063	3	"Other"	272	4563	291	282	"q.pr., public funds for public teaching"
3065	3	"Random"	284	4800	260	315	"Agenda"
3067	3	"Other"	303	4931	490	59	"Formation of basic law"
3068	3	"Other"	317	5187	427	150	"Nat. Education.budg. 1957 (title 3)"
3069	3	"Random"	320	5258	382	185	"Budg. for interior ministry-1957"
3070	3	"Random"	323	5371	383	189	"Budg. for 1957"
3071	3	"Random"	344	5579	298	279	"Montel-postponement of debate on military exps. for 1957"
3072	3	"Random"	350	5672	246	323	"Military finances for 1957"
3073	3	"Confidence"	362	5818	242	193	"Budg. 1957--aid to families in agri."
3074	3	"Confidence"	363	5820	210	106	"Budg. 1957--relief from agri. stocktaxes"
3075	3	"Confidence"	364	5821	255	189	"Budg. 1957--increase the rate of penal fines"
3076	3	"Confidence"	365	5823	225	220	"Budg. 1957--veterans"
3077	3	"Confidence"	366	5824	228	204	"Budg. 1957--P.T.T."
3078	3	"Confidence"	367	5826	215	184	"Bud&. .1957--entirety"
3079	3	"Other"	374	5923	320	216	"Accords with Germany & Luxembourg"
3080	3	"Random"	383	6035	376	160	"Sahara law"
3081	3	"Other"	387	6195	325	210	"o.j., interpell. on exterior policies (by Verdier-SFIO)"
3082	3	"Other"	396	6283	276	212	"Budg. 1957--entirety (2 read)"
3083	3	"Other"	409	6401	289	186	"Budg. 1947--entirety (4 read)"
3084	3	"Other"	419	237	307	261	"Interpell--European Com. Market"
3085	3	"Other"	420	239	322	207	"o.j.--European Com. Market"
3086	3	"Random"	422	265	40	491	"Wasmer amend., recovery of commercial debts"
3087	3	"Random"	424	268	251	275	"Garet amend., recovery of commercial debts"
3088	3	"Random"	426	271	404	160	"Labor unions"
3089	3	"Random"	444	499	410	150	"Agenda"
3090	3	"Random"	467	712	222	306	"Reg. of labor conflicts in public enterprises"
3091	3	"Random"	492	904	420	138	"Reduce tenant farm rents"
3092	3	"Other"	513	1219	85	311	"Price of milk--contrary bill,Juskiewenski"
3094	3	"Other"	522	1351	283	196	"o.j.-G.Martin on milk question"
3095	3	"Random"	539	1580	148	425	"o.j.-Cogniot-Com. of inquiry an govt.policies on-science"
3096	3	"Random"	543	1727	411	141	"Prolong mandate of members of Ec. Council"
3097	3	"Confidence"	544	1955	221	188	"Gen. policies"
3098	3	"Random"	568	2527	413	145	"Formation of basic law"
3099	3	"Other"	569	2549	141	276	"Paquet bill--new fin. arrangements"
3100	3	"Other"	570	2551	150	420	"Lemps (PCF) motion--new fin. arrgs."
3101	3	"Confidence"	571	2622	213	250	"New Fin. Arrangements"
3102	3	"Other"	573	2678	382	152	"Conven. with Bank of France (cabinet.solidarity)"
3103	3	"Investiture"	574	2734	240	194	"Bourges-Maunoury"
3104	3	"Random"	577	2845	234	339	"Peron amend.--penal.code"
3105	3	"Confidence"	582	2925	251	210	"Rectifying fin. matters--amends and entirety"
3106	3	"Random"	600	3053	136	186	"Amend. to penal code"
3107	3	"Other"	608	3131	418	149	"Plan to develop atomic energy"
3108	3	"Other"	609	3255	149	356	"(PCF)debate on Euratom & com. market"
3109	3	"Random"	613	3421	154	350	"Rieu--reject Euratom & com. market"
3110	3	"Other"	623	3495	340	236	"Entirety--Euratom & com. market"
3111	3	"Random"	629	3556	235	337	"Fourvel amend., elects. to dept.chambers of agriculture"
3112	3	"Random"	642	3749	178	347	"Isorni amend., special powers, Algeria"
3113	3	"Random"	646	3755	271	260	"Dumas amend., special powers, Algeria"
3114	3	"Confidence"	655	3827	280	183	"Special powers, Algeria"
3115	3	"Random"	665	3857	501	57	"Protection of farm butter"
3116	3	"Random"	668	3915	433	87	"Reduce tenant farm rents"
3117	3	"Random"	673	3922	236	124	"Price of grain & cars"
3118	3	"Other"	674	3924	421	150	"o.j. Beuxom--banking conflict"
3119	3	"Other"	681	4334	150	403	"Ballanger q.pr., instits. in Algeria"
3120	3	"Other"	682	4335	80	331	"Tixier-V motion, instits. in Algeria"
3121	3	"Random"	686	4341	50	342	"Tamarelle motion, instits. in Algeria"
3122	3	"Other"	687	4411	349	197	"Discussion of articles on instits.in Algeria"
3123	3	"Confidence"	690	4457	253	279	"Institutions in Algeria"
3124	3	"Investiture"	692	4578	198	248	"Pinay"
3125	3	"Investiture"	693	4627	227	290	"Mollet"
3126	3	"Investiture"	694	4675	337	173	"Gaillard"
3127	3	"Other"	701	4755	344	211	"Special powers--Algeria"
3128	3	"Confidence"	704	4895	256	182	"Tax increase"
3129	3	"Other"	705	4922	408	150	"Western European Union (U.E.O.)"
3130	3	"Other"	706	4951	63	179	"Tixier-V, motion--debate on instits.in Algeria"
3131	3	"Confidence"	709	5095	269	200	"Institutions in Algeria"
3132	3	"Confidence"	710	5096	267	200	"Law on Algerian elections"
3133	3	"Other"	713	5146	416	149	"Restoration of economy (paragraph 1)"
3134	3	"Confidence"	714	5154	228	187	"Restoration or economy"
3135	3	"Random"	715	5194	422	86	"Prove--public hospitals"
3136	3	"Other"	745	5410	296	151	"Retrospective budg. 1957"
3137	3	"Confidence"	748	5535	264	191	"Budg. 1958--entirety & some amends."
3138	3	"Random"	762	5597	274	226	"Budg. 1958 (2 read)"
3139	3	"Confidence"	772	111	253	233	"Opposed to agenda--entirety (veterans"
3140	3	"Other"	777	229	314	248	"Priority o.j.--Rolland, ext. policies(Tunisia)"
3141	3	"Other"	778	231	334	226	"o.j., Rolland, ext. policies (Tunisia)"
3142	3	"Other"	793	343	298	244	"Election rules in Algeria"
3143	3	"Random"	798	383	304	250	"Penoy amend., policing of roads"
3144	3	"Random"	805	415	425	150	"Agenda"
3145	3	"Other"	807	467	296	244	"Instits. in Algeria--entirety (3 read)"
3146	3	"Random"	809	470	239	333	"Maton amend.--police infractions code"
3147	3	"Other"	813	527	322	248	"Postpone interpell. on promotions in the army"
3148	3	"Other"	823	695	335	179	"o.j., Brocae interpell. or the affair.at Sakiat"
3150	3	"Other"	840	1036	261	268	"Coste-Floret--electoral law"
3151	3	"Other"	841	1038	297	263	"Elect. reform--scrutin d'arrondisement"
3152	3	"Confidence"	846	1338	286	147	"Military budget"
3153	3	"Other"	850	1390	400	149	"Budg. investments (Nat. education)"
3154	3	"Other"	873	1506	367	188	"Budg. investments 1958--entirety"
3155	3	"Other"	880	1560	281	211	"Rev. constitut--art. 2(Triboulet amend"
3156	3	"Confidence"	884	1678	282	196	"Rev. constitut--art. 3-6 and a second consideration of whole"
3157	3	"Random"	898	1749	149	399	"Vallin amend--regulate the resources of local commumities"
3158	3	"Other"	942	1895	308	206	"Rev. constitut.--entirety"
3159	3	"Random"	961	2042	374	149	"Budg. 1958--entirety"
3160	3	"Other"	963	2077	230	316	"Dronne motion--application of basic.law in Algeria"
3161	3	"Other"	971	2203	255	321	"Postponement--- interpell. on good.offices mission (France.and Tunisia"
3162	3	"Investiture"	972	2295	274	129	"Pflimlin"
3163	3	"Other"	974	2385	462	112	"State of emergency in metro France"
3164	3	"Other"	977	2417	473	93	"Special powers--Algeria"
3165	3	"Random"	980	2439	299	149	"Elect. of senators in Algeria"
3166	3	"Random"	983	2515	155	412	"Vayron--concerning Arrighi"
3167	3	"Other"	986	2521	393	169	"Removal of Arrighi's parl. immunity"
3168	3	"Other"	989	2553	408	165	"Rev. constitut. (certain articles)"
3169	3	"Investiture"	990	2592	329	224	"de Gaulle"
3170	3	"Other"	993	2609	334	200	"Renewal of special powers, Algeria_"
3171	3	"Other"	996	2633	319	231	"Special article granting complete powers"
3172	3	"Other"	1000	2639	350	161	"Constitut.--art. 90"
